text,gold_label,chatgpt_label,match
"Hontiveros, muling nanawagang ipasa ang Divorce Bill",5,5,True
"Umabot na sa 42 bilang ng nasugatang Pinoy sa pagsabog sa Beirut, ayon sa DFA",8,8,True
"Inanunsyo ni Camalig Mayor Carlos Irwin Baldo nitong Sabado, Pebrero 25, na nakuha na ng kanilang assault teams ang mga bangkay ng apat na sakay ng Cessna 340 na bumagsak sa dalisdis ng Bulkang Mayon sa Albay.",8,8,True
"Nagkaroon ng pormalidad ang extension ng Land Transportation Franchising and Regulatory Board (LTFRB) para sa franchise consolidation ng mga public uti­lity jeepneys (PUJs), UV Express, at multicabs o FILCABs.",5,5,True
Marcos iiskor ng submarine,12,7,False
Isa pang Pinoy nailigtas sa lumubog na barko malapit sa Japan; 40 iba pa hinahanap pa rin,8,8,True
BINILI ng San Miguel Corp. ang 69 milyong kilo ng mais mula sa mga lokal na magsasaka.,0,0,True
"Napapatanong ngayon ang mga netizen kung bothered daw ba ang ""FPJ's Batang Quiapo"" sa pag-ere ng bago nilang makakatapat na ""Voltes V: Legacy"" bukas ng Lunes, Mayo 8.Nagtapos na kasi ang ""Mga Lihim ni Urduja"" na pinagbibidahan nina Sanya Lopez, Kylie Padilla, at Gabbi Garcia. Bago ang paglapag sa Primetime ay nagkaroon muna ng ""cinematic experience"" ang mga manonood sa ilang mga piling eksena sa Voltes V, sa ilang piling sinehan sa SM Cinema.Pabirong tanong ng isang Twitter account na ""ALT KAPUSO,"" hindi raw kaya bothered ang Batang Quiapo sa kanilang makakatapat na show?Baka mamaya raw, biglang may super powers na rin si Tanggol, ang karakter ng lead star at director nitong si Coco Martin, at nakakalipad na rin buong Quiapo?",14,14,True
Pedestrian nahagip ng trailer truck sa EPZA,8,8,True
Magsisilbing special guest si Miss Universe 2019 Zozibini Tunzi ng South Africa para sa 2023 coronation night ng Philippine franchise.,14,14,True
"Akyat-Bahay tumiba ng P70K, gadget",6,6,True
Leni kinampihan ni Digong; PACC  commissioner Luna sinibak,12,12,True
3 huli sa aktong nagnanakaw ng bakal,6,6,True
Medical career ibigay sa mga kabataan,9,10,False
Tinanggal na ang ipinaiiral na fishing ban sa tatlo pang lugar sa Oriental Mindoro na dulot ng insidente ng oil spill kamakailan.,9,9,True
"Mahigit 3,000 ang naitalang bagong kaso ng Coronavirus Disease o COVID-19 sa Pilipinas.",8,8,True
"POD ng BI binuwag, ‘centralized authority’ sa mga airport binura",5,6,False
"Bea Alonzo, aminadong nagtampo kay Boy Abunda dahil kay Gerald Anderson",14,14,True
"Mark Sheehan ng bandang The Script, pumanaw na sa edad na 46",14,14,True
"Usap-usapan ngayon sa  ang inilarawang isa sa mga “frontrunner” ng Binibining Pilipinas 2023, ang pambato ng Zambales at pageant veteran na si Anita Rose Gomez.Partikular na ikinawiwindang ng marami ang pamatay na 19-inches na bewang ng pageant veteran.",14,14,True
"Hagulgol sa Uganda: National costume ni Herlene chinopchop, nawala",14,14,True
Umaasa si Pangulong Ferdinand ‘Bongbong’ Marcos Jr. na maging matagumpay ang proyektong “Kadiwa ng Pasko” sa panig ng mga supplier at mamimili na naghahanap ng sariwa pero abot-kayang mga produktong agrikultura.,9,9,True
"Global death toll sa COVID-19 mahigit 850,000 na",8,8,True
Ika-13 taon ng Maguindanao massacre ginunita,2,6,False
"Abot sa P28 milyon na halaga ng mga ari-arian ang naabo sa loob lang ng halos dalawang oras nang lamunin ng mala­king sunog noong Martes ang show room ng sikat na foam manufacturer at furniture store sa Pardo, Cebu City.",0,8,False
"Arestado ang  magkapatid  na vendor at tricycle driver makaraang mabitag ang mga ito sa buy-bust operation at makumpiskahan ng hi­git P400,000 halaga ng umano’y shabu sa Caloocan City, kahapon nang madaling-araw.",6,6,True
NILINAW ng Palasyo na hindi pa lusot si PLtCol Jovie Espenido sa umano’y pagkakaugnay sa droga sa kabila naman ng naunang pahayag ni Pangulong Duterte na nananatili ang tiwala niya sa opisyal matapos na mapabilang sa 367 pulis na nasa narco list.,6,6,True
"ALAM naman natin na marami talaga ang nagbakasyon at namasyal nitong Semana Santa, pero hindi alintana na mayroon pa ring pandemya dahil sa COVID-19.",8,8,True
30 jail guard sabit sa cash padala kickback,6,6,True
"Bilang ng mga pulis na tinamaan ng coronavirus, 8,821 na",8,8,True
Bubuksan ang Malacañang sa darating na Abril 22 upang gawing entablado umano para sa gaganaping ‘Konsyerto sa Palasyo’ (KSP) kung saan magtatanghal ang bagong performing artists sa buong Pilipinas.,14,10,False
"Umabot sa 25 na gintong medalya ang nahablot ng Pilipinas sa pagpapatuloy ng 32nd Southeast Asian (SEA) Games sa Phnom Penh, Cambodia.",14,14,True
Mga lugar na hindi sakop ng ECQ isasailalim sa new normal o general community quarantine (GCQ)–Roque,8,5,False
Brgy. captain pinagpapaliwanag sa pekeng listahan ng constituents,6,6,True
"4 magkakapamilya, 8 pa huli sa droga",6,6,True
NASAWI sa aksidente sa kalsada ang isang pari sa Zamboanga.,8,8,True
NAGBABALA si  on public accounts chairman at AnaKalusugan Rep. Mike Defensor sa mga opisyal ng gobyerno na hindi palalagpasin ng Kamara de Representantes ang pagsisinungaling at panloloko sa pagdinig nito.,12,6,False
"Pagsibat ng SRA chief, aprub kay Marcos",12,12,True
"Lolit Solis hinggil sa pagsusustento ni Paolo Contis: 'Maaga pa, puwede ba siyang bumawi...'",14,14,True
"Nanatiling pinakamahirap na sektor sa Pilipinas ang mga mangingisda at magsasaka noong 2021, ayon sa datos ng Philippine Statistics Authority (PSA) na inilabas noong Biyernes, Marso 24.",9,3,False
"Game 3, kinuha ng Gin Kings vs TNT sa PBA finals",14,14,True
"SA gitna ng mga reklamo dahil sa biglaang paglobo ng bayarin sa kuryente, ipinaalala ng Bayan Muna ang P108 bilyong overcharges, over-recoveries at bill deposits na dapat i-reimburse ng Manila Electric Company sa mga kustomer nito.",0,0,True
Speaker Romualdez naalarma sa aksyon ng Kuwait,7,13,False
"Shabu, Ecstasy sapaw sa amats ng cocktail drug – PDEA",6,6,True
SUMAILALIM sa swab test ang 135 pulis ng Quezon City upang matukoy kung may positibo sa mga ito sa coronavirus disease 2019.,8,8,True
ARESTADO ang lima katao na nagpapalipas ng oras sa pamamagitan ng paglalaro ng Pusoy Dos sa Quezon City noong Biyernes ng hapon.,6,6,True
Isang 84 anyos na lalaki sa Batanes ang nakitaan ng sintomas ng COVID-19 at nagpositibo sa Rapid Antigen Test.,8,8,True
"Wow! ‘Aces of P-pop’ BGYO, tampok sa isang artikulo ng GRAMMYS",14,14,True
DOH exec sa bahagyang pagtaas ng kaso ng rabies sa bansa: 'I would not describe it as alarming...',8,8,True
"Rachel Peters sa kanilang baby no. 2: ""Been baking a little bun.""",14,14,True
"INANUNSYO ng Department of Agriculture na gastroenteritis at hindi African swine fever ang ikinamatay ng mga biik sa Brgy. Del Rosario, Iriga City.",8,8,True
"Sumampa na sa mahigit 663,000 ang bilang ng mga nasawi sa COVID-19 sa buong mundo.",8,8,True
IKINATUWA ng Bayan Muna ang utos ng Energy Regulatory Commission sa Manila Electric Company na ibatay sa kuntador ang sisingilin nito sa mga kustomer.,11,5,False
"Ipinagtanggol ng ama ni Hope ""Liza"" Soberano ang anak laban sa bashers at detractors na kumukuyog ngayon sa kaniya, matapos niyang ilabas ang vlog na ""This is Me,"" na nagpapaliwanag sa desisyon niyang tahakin ang direksyon ng kaniyang career na malayo sa mga nakasanayan niya, pagtalikod sa dating manager, talent agency, at home network na naglaan ng oras at effort upang sumikat siya.Ayon sa mga netizen, tila ""ungrateful"" kasi ang tono ni Liza matapos niyang amining tila ""nakahon"" siya sa kaniyang 13 taon sa showbiz; tatlong direktor, isang main co-star, at pare-parehong genres umano ang ginawa niya sa pelikula at teleserye.Ni ang screen name na ""Liza"" raw ay hindi naman siya ang pumili. Sa rebelasyon ni Ogie, ang nagbigay sa kaniya ng screen name ay si Malou Santos ng Star Cinema, ang movie outfit na  ng ABS-CBN.Pakiramdam daw niya ay isa siyang ""bulaklak"" lamang na ipinakikita lamang ang kaniyang ganda subalit naka-stock lamang sa isang lugar.",14,10,False
"PCSO: P29.7M jackpot prize ng Grand Lotto 6/55, napanalunan na rin ng taga-Batangas",14,14,True
"Madlangbayan, nasungkit People's Choice Award; nakaharap si Lea Salonga",14,14,True
Niyugyog ng malakas na lindol ang Turkey na pumalo sa magnitude 6.,8,8,True
Dating gov’t exec rumaraket sa casino,12,6,False
Walang Pinoy! Dedbol sa Indonesia quake 162 na,8,8,True
Balik na sa normal ang operasyon ng mga flight at ground sa Ninoy Aquino International Airport (NAIA) mula kahapon ng umaga matapos kalusin ang red lightning alert.,9,9,True
P4M shabu nasamsam sa buy-bust sa QC,6,6,True
"PBBM, magkakaloob ng scholarship sa mga anak ng 8 nadamay sa pagpaslang kay Degamo",9,5,False
Drug den sa Bohol sinalakay ng PDEA at PNP,6,6,True
Gang sa India pinaghahanap matapos nakawin ang may isang toneladang dyebs ng baka,6,6,True
"PBBM inatras sa Maharlika Fund, ipapahawak kay Diokno",12,12,True
"12 probinsya sa Northern Luzon, nakataas pa rin sa Signal No. 1 dahil sa Typhoon Betty",8,8,True
"Higit na pinagtibay ng pinsalang dulot ng Bagyong Rolly sa ari-arian at buhay  ang pangangailangang aktuhan ng Kongreso ang panukalang batas na Disaster Resilience Act, ayon kay Albay Representative Joey Salceda.",5,5,True
"1.6M pasahero sa mga pantalan ng PH, naitala sa Semana Santa – PPA",9,1,False
POSIBLE umanong umabot sa 10 milyon ang bilang ng mga Filipino na mawalan ng trabaho bunsod ng epekto ng coronavirus disease 2019.,9,0,False
Booba is back!' Rufa Mae magbabalik-pelikula,14,14,True
Kaso ng rape sa Cagayan sumirit,6,6,True
"Patay ang isang lalaking tumataya sa isang lotto outlet sa Zamboanga matapos barilin ng dalawang hindi kilalang salarin noong Huwebes, Abril 20.Kinilala ni Police Mayor Shellamie Chang, Police Regional Office-9 information officer, ang biktimang si Samuel Isidro Apolinario, 51.Iniulat ng pulisya na tumataya ng lotto si Apolinario sa isang outlet sa Zone 4 Cabaluay nang barilin umano ito ng tatlong beses ng isa sa dalawang suspek na lulan ng motorsiklo.Agad na dinala ang biktima sa government hospital habang nakatakas naman ang mga suspek patungong Barangay Culianan.",6,6,True
"NAKATANGGAP ng libo-libong personal protective equipment (PPE), testing kits at food assistance ang mga ospital at local government units kamakailan kay Sen. Grace Poe.",8,1,False
POSIBLENG mahirapan umanong bumangon ang ekonomiya ng bansa kapag natapos na ang problema sa coronavirus disease 2019 kung aalisan ng budget ang mga infrastructure projects ng gobyerno.,0,0,True
"NAHAHARAP sa patong-patong na kaso ang lima katao na nakuhanan ng baril at shabu habang nag-iinuman sa Mandaue, Cebu kaninang madaling araw.",6,6,True
Inaasahang mapapadali na ang biyahe  mula Cavite hanggang Bataan kapag natapos  ang dalawang tulay na sinimulan ng Department of Public Works and Highways (DPWH).,9,9,True
"Nasamsam ng CIDG Nueva Ecija ang mga ipinuslit na sigarilyo na may halaga na hindi bababa sa P360,000 noong Pebrero 16 sa Brgy. Malasin, Sto. Domingo, Nueva Ecija. Kinilala naman ni CIDG Director PBGen. Romeo Caramat, Jr. ang dalawang suspek na sina Francis Morillo Acosta and Christian Abet Vengco na pawang taga-Sto. Domingo, Nueva Ecija.Nahuli ang mga akusado sa isinagawang buy-bust operation ng isinagawa ng CIDG Nueva Ecija PFU at iba pang PNP units habang nasamsam naman sa kanila ang mga sumusunod:Marked at boodle money, 50 reams ng Marlboro Red, 450 reams ng HP Red, 95 reams ng Modern Red, 100 reams ng Two Moon Blue, 125 reams ng Journey Red, 150 reams ng Farstar Gold, 100 reams ng Carnival Red, 150 reams ng Two Moon Green, 150 reams ng Modern White, at 50 reams ng Royal Red.",6,6,True
Makikipag-dayalogo si Senador Christopher Lawrence “Bong” Go sa  business sector at National Task Force officials para ayusin kung paano pa mapapaigting ng pamahalaan ang pagtugon sa problema sa COVID-19.,8,5,False
"Kung may tyaga, siguradong may malalaga, napatunayan ‘yan ng isang Pinay nursing graduate na piniling talikuran ang tinapos na kurso para magtrabaho abroad at kalaunan ay makapagpatayo ng sariling negosyo.",14,10,False
"BUKOD sa pagkakaroon ng pneumonia, nakikipaglaban din ngayon ang PBA legend na si Robert “Sonny” Jaworski sa isang “rare blood disease.”",14,8,False
"Hindi maitatatwang in-demand actor ngayon ang gumaganap na ""Fidel"" sa hit teleseryeng ""Maria Clara at Ibarra"" na si David Licauco, na talaga namang kinakikiligan hindi lamang ng kababaihan kundi maging ng sangkabekihan.Dahil sa angking-husay sa pag-arte, hindi maitatangging good looks at chemistry nila ni Barbie Forteza, talaga namang tila marami na ang ""pumipila"" para sa kaniya. Ngunit marami ang nagsasabing kagaya kay Kapamilya actor Joshua Garcia ay mukhang punumpuno na rin ang mga abangers kay David.Kaya naman, isang netizen na nagngangalang ""Jayden Bang"" na kung sakaling hindi palarin kay David, eh baka sa kapatid na lamang nitong kasing guwapo at charming niya puwedeng pumila.""Kung hindi papalarin kay David Licauco puwede bang sa kapatid n'ya na lang na volleyball player?,"" saad nito, kalakip ang ilang larawan ng sinasabing kapatid ng Kapuso actor.",14,14,True
Nagbabala ang Philippine Institute of Volcanology and Seismology na ang lokasyon ng panukalang P736-bilyong international airport project sa Bulacan ay bahain at bulnerable sa malakas na pagyanig ng lupa.,8,8,True
DALAWANG tao na ang naiulat na nasawi at di bababa sa pito ang nasugatan noong kasagsagan ng bagyong “Ambo.”,8,8,True
Ininda diumano ng Monde Nissin Corporation ang product recall ng Lucky Me instant noodles sa Europe at malaki ang binagsak ng benta nito.,0,0,True
Libong empleyado sa aviation sector tatanggalin sa trabaho,9,1,False
Operasyon ng ABS-CBN tuloy pa rin bukas,4,14,False
"Matapos ang mga pahayag ni Raquel Pempengco, nanay ni Jake Zyrus na dating si international singing sensation Charice Pempengco, tungkol sa concert ni Canadian  David Foster at tila pasaring kay Asia's Phoenix Morissette Amon, tila dedma naman daw ito sa mga pinagsasabi ng una.",14,14,True
"Umani ng iba't ibang reaksiyon at komento ang pagsusuot ni Filipino-American sports journalist at host Pablo Torre ng sikat at iginagalang na academic sash na isinusuot tuwing graduation rites sa University of the Philippines o UP, sa dinaluhang 2nd Annual Gold House Gold Gala.Dumalo rin sa naturang event ang ilang notable Filipino celebrities gaya nina Liza Soberano, Bella Poarch, Patrick Starr, at lea Salonga.Hindi nagustuhan ng mga netizen, lalo na ng mga taga-UP (dati at kasalukuyan) ang ginawang pagsusuot ng UP Sablay ni Torre sa naturang event; sana raw, Barong Tagalog na lamang ang isinuot niya.Pinagtataasan kasi ng kilay ang pagsusuot niya ng naturang acad sash gayong hindi naman daw siya graduate ng UP. Siya ay nagtapos sa Harvard University. Ang nagtapos sa UP ay ang kaniyang mga magulang.",14,10,False
"""Produkto rin ako ng broken family. Pero ngayon okay na lahat...""",14,14,True
"Aabot sa mahigit P2 milyon halaga ng marijuana bricks ang nakumpiska ng mga tauhan ng Philippine Drug Enforcement Agency (PDEA) sa Bontoc, Mt. Province.",6,6,True
"Inihain ni Senador Raffy Tulfo ang Senate Bill 1696 o ang Magna Carta for Barangay Officials, Personnel and Volunteer Workers nitong Biyernes, Enero 20, sa layong mabigyan ng mas mataas na sahod at mga benepisyo ang mga empleyado sa barangay, maging ang volunteers at health personnel nito.",5,5,True
"Election exec sa Davao Del Norte, itinalaga ni Duterte na bagong Comelec commissioner",12,12,True
KASAMA si dating Manila Archbishop Cardinal Luis Antonio Tagle sa mga tinanggal sa pwesto ni Pope Francis sa Caritas Internationalis (CI).,2,14,False
Inaasahan ng Bangko Sentral ng Pilipinas (BSP) na bumaba ang inflation rate sa 7.4-8.2% nitong Marso mula sa 8.6% noong Pebrero dahil sa rollback sa pres­yo ng mga produktong petrolyo at mas mababang pres­yo ng gulay at prutas.,0,0,True
Inspirasyon ang hatid ng isang grade 3 student sa Davao matapos niyang ibalik ang napulot na pera sa owner nito na cancer survivor.,14,10,False
Dating tanod pinatay,6,6,True
"Ex-NSA Carlos sa onion smuggling issue: 'Nag-resign na ako, tantanan na nila ako'",12,12,True
Erwin Tulfo bulilyaso puwesto sa kongreso,12,12,True
P102K shabu nasamsam sa buy-bust,6,6,True
Anomalya sa PhilHealth iimbestigahan,6,6,True
"Beau Belga, sinuspindi ng Rain or Shine dahil sa suntukan sa Cebu",14,14,True
INAPRUBAHAN kanina ng Defeat COVID-19 Committee ng Kamara de Representantes ang tatlong panukala na makatutulong umano sa bansa upang agad na makabangon sa epekto ng coronavirus disease 2019.,5,5,True
Nakatakdang bumiyahe patungong France si Philippine National Police (PNP) chief Gen. Rodolfo Azurin Jr. para dumalo sa taunang pagpupulong ng International Criminal Police Organization (Interpol) upang mapagtibay ng mga kasaping bansa ang kampanya laban sa mga transnational crime.,13,7,False
"Malaking kalabisan ang ginawang pagtatalaga ng 29 na House Deputy Speaker sa Kamara de Representantes, ayon sa isang political analyst.",12,12,True
Posibleng maglabas ng desisyon ang pamahalaan sa susunod na linggo kung palalawigin pa ang SIM card registration pagkatapos ng April 26 deadline nito.,5,5,True
"1 pang kongresista nagpositibo, 1 nagnegatibo sa COVID-19",8,8,True
"Hapones wanted sa pagnanakaw, pangingikil huli",6,6,True
Swak sa kulungan ang dalawang electrician matapos ‘makuryente’ sa ikinasang buy-bust operation at paiskoran ng shabu ang isang pulis sa Malabon City kahapon ng madaling-araw.,6,6,True
"Kahit binatbat at inulan ng isyu at kontrobersiya, handa pa rin umano si Kapuso actor Paolo Contis na makasama sa isang proyekto at makatrabaho ang kaniyang girlfriend na si Yen Santos.Ayon sa ulat ng Manila Bulletin, nakapanayam si Paolo sa Cornerstone Studio sa Quezon City, at sinabi niyang grateful siya sa producer ng mga pinagbidahan niyang pelikula dahil sa pagtitiwala sa kaniya.""I'm just very thankful with MavX Productions. Si Lucky (Blanco) yung nagsugal sa 'Through Night and Day' at saka yung 'Ang Pangarap Kong Holdap' at ako yung kinuha niya. Nagtuloy-tuloy na. I'm so thankful na ako ang kinuha nila regardless of the issues that I go through,"" ani Paolo.""Masarap isipin na isa sila sa mga taong hindi nag-judge at tinitignan yung personal na buhay but more on the professional side.""",14,14,True
"Sumipa na sa 96 ang kaso ng hand, foot and mouth disease (HFMD) sa bayan ng Roxas sa Palawan.",8,8,True
"Patay ang 59 migrante, kabilang ang isang sanggol habang mahigit 60 pa ang nawawala nang lumubog ang sinasakyan nilang overloaded na bangka sa Calabria region sa Italy nitong Linggo.",8,8,True
ARTablado presents ARTurismo 3 at Robinsons Antipolo,14,14,True
"Babawiin na ng Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) ang warning signal ng bagyong Betty dahil papalayo na ito sa Pilipinas.",8,8,True
HINDI umano kailangang magpatumpik-tumpik ang Kamara de Representantes at agad na ipasa ang Bayanihan II sa pagbabalik sesyon sa huling linggo ng buwan.,5,5,True
Nanawagan ang isang transport group sa Land Transportation Franchising and Regulatory Board (LTFRB) na pag-aralan ang “automatic fare adjustment” dahil sa patuloy na pagsirit ng presyo ng petrolyo sa bansa.,5,5,True
"Pamamaril ng kapulisan sa 2 asong sina Marshall at Millions sa London, nagdulot ng protesta",6,6,True
Dagdag-sahod sa gobyerno ilalabas na,5,1,False
KALABOSO ang 37-anyos na lalaki na sumapak umano sa isang teenager na kanya ring tinutukan ng baril sa Quezon City kaninang umaga.,6,6,True
"Composer Lolito Go, sinagot pagtatanggol ni Cornerstone VP Jeff Vadillo kay Moira",14,14,True
"Maglalaan ng sapat na pondo ang gobyerno upang mabayaran ang mga pamilyang naapektuhan ng giyera sa Marawi City noong 2017, ayon sa pahayag ng Malacañang nitong Lunes.",1,1,True
"CHR, mag-iimbestiga sa pagkasawi ng isang transgender sa QC",3,6,False
Isinulong ni Senador Robinhood “Robin” Padilla ang pagbabalik ng parusang kamatayan dahil palala nang palala ang mga kriminal ngayon sa bansa.,5,6,False
"Doktor, umani ng papuri sa netizens sa kaniyang ‘well-written’ na reseta",14,14,True
Working seniors papayagan lumabas habang nasa GCQ,8,9,False
"Mamahaling phone ni Mommy Pinty, isinauli ng isang delivery rider",14,14,True
Military takeover sa Negros Oriental sineryoso ni Padilla,12,7,False
ISASAILALIM sa “total lockdown” ang buong Luzon kung magpapatuloy ang mga residente na balewalain  quarantine.,8,7,False
"Nasakote ng pinagsanib na puwersa ng pulisya at militar ang tatlong lider ng New People’s Army (NPA) sa Sitio Pinamactinan, Barangay Cambayobo, Calatrava, Negros Occidental.",7,7,True
Pinuri Senador Christopher ‘Bong’ Go ang pagsisikap ng mga lokal na opisyal at law enforcement agency na ituloy ang laban kontra ilegal na droga para mabawasan ang kriminalidad at korapsyon sa komunidad.,6,6,True
MUKHANG lalo nakakabahala ang pagtaas ng COVID-19 positivity rate o bilang ng mga nahahawaan ng virus sa ating bansa.,8,8,True
"Aniya, mas matatag na loob ang bitbit niya ngayon kung ikukumpara sa dati niyang kondisyon.",14,14,True
Ibinahagi ni Pasig City Mayor Vico Sotto na plano ng pamahalaang lungsod na magtayo ng pangalawang aklatan sa lungsod sa 2024.,1,1,True
"HINDI napigilan ang Filipino-Canadian na si Leylah Annie Fernadez umusad sa ikatlong round matapos nitong biguin ang nakaharap na si American Emma Navarro, 6-2, 6-4, sa ginaganap na women’s singles ng BNP Paribas Open 2023 sa Indian Wells, California.",14,14,True
"Gaano ka kabilis mag-type sa  o laptop? Kaya mo bang magtipa sa keyboard kahit may piring ang iyong mga mata?Sa makabagong panahon ngayon, halos wala na yatang propesyon ang hindi gumagamit  at laptop, sa on-site man o work-from-home. Isang mahalagang skill at advantage na rin kung maalam ka sa paggamit ng mga makabagong kagamitang ito.Subalit alam mo bang noong wala pang laptop o  ang ginagamit ng mga tao sa mga paaralan o opisina ay ""makinilya"" o typewriter?Sa katunayan, nagkaroon pa ng asignaturang ""Typing"" noon.",14,10,False
Duterte sa mga lalabag sa lockdown: Shoot them dead,6,6,True
Surigao del Sur niyanig ng magnitude 4.8,8,8,True
"Pinasinayaannina Senador Lito Lapid at Manila Mayor Honey Lacuna ang bagong Infectious Disease Unit (IDU) ng Gat Andres Bonifacio Medical Center sa Tondo, Maynila nitong Biyernes, Abril 21.Isa si Lapid ang tumulong upang maisakatuparan ang nasabing proyekto. Naglaan ito ng P30 milyon sa Department of Public Works and Highway (DPWH) para sa IDU, na matatagpuan sa ikapitong palapag ng ospital.Ang bagong fully air-conditioned IDU ay kayang tumanggap ng mahigit 40 pasyente. Layunin din nito na madagdagan ang kakayahan ng opstial na makapagbigay ng serbisyong medikal sa mas nakararami.Nagpasalamat naman si Lacuna sa mga doktor, nars, at kay Lapid sa pagtatayo ng unit na mangangalaga sa kalusugan ng mga residente ng Maynila at mula sa mga karatig na lugar.",8,1,False
"Bomba sumambulat, 6 sundalo bulagta",6,7,False
"Inanunsyo ng drag queen-host na si Manila Luzon kasama ang direktor na si Rod Singh ang mga detalye sa ikalawang season ng drag-reality TV show na “Drag Den Philippines,” Biyernes, Abril 14.Ngayong araw din mismo binuksan ang audition na tatakbo hanggang sa Abril 30 para sa nagnanais maging bahagi ng programa.Makikita sa Facebook page ng “Drag Den Philippines” ang mga detalye ng audition.",14,14,True
Ex-barangay kagawad bumulagta sa ambush,6,6,True
"Pokwang sa kaniyang pinagdaraanan: 'Bangon at nanay ka, marami ka pang labada!'",14,14,True
4 huli sa sabong,6,6,True
KINUMPIRMA ng S&R membership Shopping na pumunta sa kanilang sangay sa Bonifacio Global City si Sen. Koko Pimentel na nagpositibo sa coronavirus disease 2019.,8,8,True
"Updated: Kapitan minura, 4 huli sa panggugulo",6,6,True
Magsasaka patay sa aksidente sa Quezon,8,8,True
"Ibinigay na ng gobyerno ang housing units sa mga pamilya ng mga dating kaanib ng New People's Army (NPA) sa San Mariano, Isabela kamakailan.",9,9,True
"Nagbabala si United Nation (UN) Secretary General Antonio Guterres laban sa posibleng pagsiklab ng ikatlong digmaang pandaigdig dahil sa pag-aaway ng mga bansa, partikular sa nangyayaring giyera ngayon sa pagitan ng Russia at Ukraine.",13,7,False
"San Beda University, ‘kakampink’ na rin",12,10,False
Niretokeng AFP fixed-term pirma na lang ni Marcos,5,7,False
Bantag kinalikot P1B Jail project,6,6,True
"MAY request ang Department of Education sa mga magdo-donate desktop, laptop, tablet o smartphone sa mga guro at estudyante ng pampublikong paaralan para sa “new normal” sa sektor ng edukasyon.",1,1,True
Marikina City kinumpirma ang unang kaso ng coronavirus,8,8,True
SINABI ni Presidential Spokesperson Harry Roque na nananatiling nasa ‘red na red’ sa mapa ng mga kaso ng coronavirus disease (COVID-19) ang Quezon City at Maynila.,8,8,True
Hiniling ni Senador Francis ‘Chiz’ Escudero sa mga economic manager na ilantad sa publiko kung ano talaga ang pakay sa planong paglikha ng Maharlika Investment Fund (MIF).,12,12,True
Romualdez: Kababaihan swak sa digital transformation,3,10,False
Ipinagmalaki ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. noong Sabado ang pahayag ng mga pinuno ng ekonomiya sa World Economic Forum (WEF) na ang Pilipinas ay bahagi ng “VIP Club” na isang listahan ng mga bansa sa Southeast Asia na may pinakamahusay na pagganap ng mga ekonomiya.,13,0,False
"Isang malaking katangahan na pinahintulutan ng pamahalaan ang Dito  na magtayo ng mga cellular towers sa loob ng mga military camps, ito ang tahasang pahayag ni retired Supreme Court Senior Associate Justice Antonio Carpio.",12,7,False
"BATANGAS -- Arestado ang isang lalaki na umano'y miyembro ng crime group matapos na makumpiskahan ng mga baril at bala nitong Linggo, Marso 26, sa Brgy. Balagtas ng lalawigang ito.Inilunsad ng Criminal Investigation and Detection Group (CIDG) Provincial Field Unit at Batangas City Police ang 'Oplan Paglalansag Omega at Salikop,' at sila'y nagsagawa ng buy-bust operation laban sa mga loose firearms.Inaresto ng Tracker Team ng Batangas CIDG ang suspek na si Bryan Montejo, miyembro ng Rapol Crime Group, dahil sa paglabag sa R.A 10591 (Comprehensive Firearms and Ammunition Regulation Act).Nakumpiska ng mga pulis mula sa suspek ang isang kalibre .9mm, isang kalibre .22 rifle, tatlong magazine para sa kalibre .22, at caliber 9mm,10 basyo ng bala para sa kalibre .9mm, apat na bala para sa kalibre .22, isang suppressor, isang Mitsubishi Space Wagon, at marked money.",6,6,True
Aasahan ng mga motorista ang malaking rollback sa presyo ng mga produktong petrolyo sa susunod na linggo.,0,0,True
WALA umanong magic na nangyari sa pagkuwenta ng Manila Electric Company sa babayaran ng mga kustomer nito.,6,0,False
"NIYANIG ng magnitude 3.2 lindol ang Camarines Norte kanina, ayon sa Philippine Institute of Volcanology and Seismology.",8,8,True
"Mukhang nagkaayos na at in good terms na sina Sachzna Laparan at ang vlogger na si Veybillyn Gorens, matapos ang naging sagutan sa social media noong Huwebes, Mayo 18, 2023.Nagparinig kasi si Veybillyn sa Facebook tungkol sa isang magandang babaeng ""kumakabit.""""Sayang ganda mo bhieee kung kumakabit ka lang huhu.""Tumugon dito si Sachzna kalakip ang screenshot ng ipinadalang mensahe sa kaniya ni Veybillyn. Mababasa rito ang pahayag na ""Di kayo marunong rumespeto? HAHAHAHA.""",14,14,True
"COVID-19 muling sumipa sa Mexico, balik face mask inobliga",8,8,True
"Nagkakaisa ang mga kasapi ng oposisyon mula sa Mababang Kapulungan at Senado sa paghimok kay Pangulong Ferdinand Marcos Jr. na makipagtulungan sa International Criminal Court (ICC) sa pag-iimbestiga sa halos 8,000 tao na napatay sa madugong giyera sa iligal na droga ng administrasyon ni dating Pangulong Rodrigo Duterte.",6,4,False
"Literal na di makabasag-pinggan?' 'Glass skin' meme sa isang bebot, kinaaliwan",14,14,True
UMABOT sa 4.1 milyong Filipino na edad 15 pataas ang na-stranded matapos na ipatupad ang lockdown sanhi ng coronavirus disease 2019.,8,8,True
4 huli sa buy-bust,6,6,True
